User ID,name,Gender,Age,EstimatedSalary,Purchased
10652,Marcus Wright,Female,40,43266,1
10653,Brandon Weber,Female,44,126381,1
10654,Crystal Lee,Female,45,34454,0
10655,Heather Hoover,Male,45,66316,0
10656,Courtney Carlson,Female,35,29841,1
10657,James Long,Female,21,107742,0
10658,Erika Schaefer,Male,21,39217,0
10659,Alex Heath,Male,32,101444,0
10660,Jamie Jackson,Female,36,94345,0
10661,Edward Acosta,Male,34,61689,0
10662,Lauren Le,Female,35,143198,0
10663,Joy Hunter,Female,21,116474,0
10664,Carl Foster,Female,21,125186,1
10665,Timothy Tate,Male,43,8038,0
10666,Abigail Pham,Female,38,77567,1
10667,Cheryl Mccoy,Female,30,10256,0
10668,Jacob Walters,Female,50,107174,0
10669,Matthew Banks,Female,24,42969,1
10670,Lawrence Morrison,Male,41,8839,1
10671,Nicole Ross,Female,52,140338,0
10672,Taylor Harris,Male,27,75664,0
10673,Brittany Hubbard,Female,40,73455,0
10674,Ethan Silva,Female,26,12961,0
10675,Jamie Brooks,Male,50,8260,0
10676,Carolyn Wright,Male,58,98615,0
10677,Joshua Holloway,Female,48,53727,0
10678,Meagan Chavez,Female,45,91706,1
10679,Scott Morgan,Male,20,50132,1
10680,James Mcgee,Male,44,111599,0
10681,Jeffrey Edwards,Male,51,66073,0
10682,James Jimenez,Male,52,145608,1
10683,Aaron Ferguson,Female,44,94981,1
10684,James Gonzalez,Male,44,146052,1
10685,Sean Mercado,Female,50,135653,1
10686,Jesus Mcclure,Female,34,24443,0
10687,Holly Williams,Male,38,36201,1
10688,Amanda Rivera,Male,48,101048,1
10689,Mr. Paul Woods,Female,25,22153,0
10690,David Brown,Female,22,64364,1
10691,Courtney Curtis,Female,49,23229,0
10692,Melanie Mitchell,Male,32,32985,1
10693,James Gonzalez,Male,39,34123,0
10694,Keith Johnson,Female,55,81966,1
10695,James Smith,Female,24,90423,0
10696,Willie Oneal,Male,20,113596,-1
10697,Shannon Nguyen,Female,42,89664,-1
10698,Courtney Chapman,Female,45,110236,0
10699,Marie Hernandez,Female,27,84762,-1
10700,Joy Davis,Male,53,12435,0
10701,Timothy Morgan,Male,36,95194,0
10702,Louis Williams,Female,31,46325,0
10703,Regina Thompson,Female,32,91032,0
10704,Emma Love,Female,23,54702,0
10705,Lisa Pratt,Male,42,40736,0
10706,Melissa Johnson,Female,26,119949,0
10707,Jasmine Brown,Male,22,17398,0
10708,Jennifer Armstrong,Female,50,8612,0
10709,Jack Trujillo,Male,57,113616,1
10710,Mark Duncan,Male,23,148126,1
10711,Lauren Perkins,Female,22,29751,1
10712,Nicole Chambers,Male,33,143744,1
10713,Casey Howard,Male,45,20617,0
10714,Stephanie Farmer,Female,22,149930,1
10715,Angela Snyder,Male,55,37189,1
10716,Amber Garner,Male,56,143558,1
10717,Amanda Mcneil,Male,45,52945,1
10718,Emily Dunn,Female,52,101794,0
10719,Victoria Golden,Male,43,144160,0
10720,James Collins,Female,40,41396,0
10721,Robert Brown,Male,40,143837,1
10722,Melanie Thomas,Female,43,116721,0
10723,Donald Mckinney,Male,41,136253,1
10724,Angela Curry,Male,55,78987,0
10725,Candace Crawford,Male,32,96825,0
10726,Christy Patel,Male,29,87752,0
10727,Ashley Case,Female,36,59249,1
10728,Juan Allen,Female,55,19994,0
10729,Jesse Kirk,Female,33,26882,-1
10730,Frank Brown,Male,33,26260,0
10731,Kelly Henderson,Male,21,45329,1
10732,Allison Lawrence,Female,58,20128,-1
10733,Carrie Guerrero,Male,32,144220,-1
10734,Jesse Bennett,Male,52,133579,1
10735,Samantha Anderson,Male,52,47241,1
10736,Barbara Jones,Female,27,23886,0
10737,Randy Vargas,Female,55,149876,0
10738,Diane Mcdonald,Male,47,127210,1
10739,Tracy Lopez,Female,31,114659,0
10740,Andrew Decker,Female,25,133800,1
10741,Nicholas Morris,Male,48,21655,0
10742,Olivia Williams,Female,24,87410,0
10743,Anthony Martin,Female,58,147856,1
10744,Julia Caldwell,Male,35,143698,1
10745,Jason Scott,Male,32,113461,0
10746,Lisa Nolan,Male,57,76750,1
10747,Samantha Gomez,Female,39,75893,0
10748,Marilyn Conrad,Male,40,116417,1
10749,Jamie Castaneda,Female,30,130351,1
10750,Emily Gregory,Male,39,24335,0
10751,John Moreno,Female,38,32624,-1
10752,Larry Arnold,Female,36,84125,1
10753,Sophia Osborn,Female,57,131112,0
10754,John Hines,Female,51,56511,0
10755,John Mitchell,Male,39,38059,1
10756,Heather Roberts,Male,56,28026,0
10757,Ryan Baker,Female,48,88649,0
10758,Carlos Gordon,Male,30,35377,1
10759,Thomas Taylor,Female,25,141504,1
10760,Douglas Delacruz,Female,36,121356,0
10761,Anita Wood,Male,56,10585,1
10762,Dawn Coleman,Female,57,91607,0
10763,Robert Rodriguez,Male,55,146157,1
10764,Ann Chen,Male,34,76241,1
10765,Nancy Lyons,Female,47,87412,0
10766,Taylor Johnson,Male,35,65590,0
10767,Ashley Washington,Female,50,10041,1
10768,Steven Powers,Female,58,14877,0
10769,Denise Johnson,Male,30,36447,0
10770,Randy Long,Female,42,87939,0
10771,Adam Davis,Male,24,116117,0
10772,Eric Rollins,Male,21,17773,1
10773,Ruth Vega,Female,41,18427,-1
10774,Danielle Harris,Female,47,145612,0
10775,Brian Everett,Male,45,54116,0
10776,Paula Robbins,Male,46,77754,0
10777,Joseph Schultz,Female,33,104294,0
10778,Courtney Mora,Female,39,101017,1
10779,Michael Mullen,Female,33,25239,1
10780,Carl Williams,Male,44,53754,0
10781,Dale Blackwell,Female,58,29137,0
10782,James Jennings,Female,26,14262,0
10783,James Williams,Male,23,112206,1
10784,Andre Stevens,Male,50,49675,0
10785,Brittany Moore,Male,57,25393,0
10786,Amanda Perkins,Female,46,46871,1
10787,Kathryn Howard,Male,34,51854,1
10788,Maria Scott,Female,40,106423,0
10789,Joseph Hobbs,Female,39,148577,0
10790,Stacy Silva,Male,42,103345,0
10791,Johnny Warren,Male,54,87050,0
10792,Alexandria Bennett,Female,43,118098,0
10793,Kelsey Nicholson,Male,22,101372,0
10794,Mark Sanchez,Male,24,101588,-1
10795,Shelly Cunningham,Male,43,110904,0
10796,Margaret Bradley,Male,49,27046,1
10797,Erika Macias,Male,38,20558,1
10798,Lisa Hayes,Male,29,81406,1
10799,Kayla Dean,Male,58,38449,1
10800,Andrew Torres,Female,30,36559,1
10801,Christopher Reynolds,Female,47,60878,1
10802,John Perkins,Female,48,117884,1
10803,Lauren Campbell,Male,56,30770,0
10804,Timothy Castaneda,Female,50,13629,-1
10805,Kelly Mitchell,Male,26,51350,-1
10806,Ariana Fisher,Male,49,58764,1
10807,Bailey Brown,Female,33,28138,1
10808,James Henry,Male,49,109070,0
10809,Eddie Phillips,Male,35,123749,1
10810,Cassandra Miller,Male,24,29878,1
10811,Michael Malone,Male,57,80517,1
10812,Devin Fritz,Male,20,114853,-1
10813,Cindy Proctor,Female,41,93544,0
10814,Shawn Richardson,Female,24,84916,0
10815,John Pope,Female,44,94803,0
10816,David Gilbert,Female,26,90175,0
10817,George King,Female,49,129896,1
10818,Daniel Tucker,Female,30,34182,0
10819,Kyle Young,Male,36,68279,-1
10820,Amanda Jensen,Female,20,34136,0
10821,Christopher Harris,Male,48,78040,1
10822,Thomas Clay,Male,23,100995,0
10823,Mark Long,Male,24,136540,0
10824,Darrell Ross,Male,20,85561,0
10825,Amanda James,Male,48,76501,0
10826,Andrew Aguilar,Male,28,114388,1
10827,Matthew Zhang,Male,42,105131,1
10828,Alicia Dixon,Female,48,143481,1
10829,Thomas Jones DDS,Male,37,142427,0
10830,Heather Knapp,Female,42,66085,0
10831,Sarah Lee,Male,23,94417,0
10832,Lauren Davis,Female,38,26294,0
10833,Joshua Coleman,Female,58,21760,-1
10834,Brian Fisher,Male,36,94926,0
10835,Mary Perez,Male,31,148942,0
10836,Megan Bennett,Female,27,86144,0
10837,Wayne Long,Female,37,70543,-1
10838,Mark Phelps,Female,59,36873,1
10839,Nicholas Butler,Male,44,64315,0
10840,Cesar Deleon,Male,37,51973,0
10841,Matthew Taylor,Male,37,40130,1
10842,Michael Barnes,Male,56,23785,1
10843,Sabrina Jensen,Female,54,30704,0
10844,Steven Miller,Female,23,57395,0
10845,Zachary Wheeler,Female,52,83405,1
10846,Courtney Garner,Male,42,86963,1
10847,Troy Dickson,Female,31,93047,-1
10848,Christopher Hill,Female,34,13453,1
10849,Crystal Cowan,Female,20,99211,0
10850,Makayla Lee,Male,26,138324,1
10851,Jessica Mccarthy,Female,50,71994,0
10852,Victoria Payne,Female,35,82854,-1
10853,Travis Martin,Female,34,118998,0
10854,Tina Butler,Male,45,131670,1
10855,Jason Singleton,Female,25,128257,1
10856,Ricky Bennett,Male,41,73129,0
10857,Xavier Smith,Female,53,123252,0
10858,Christopher Vazquez,Male,56,82783,0
10859,Jennifer Johnson,Male,22,104027,0
10860,Lisa Malone,Male,29,18751,0
10861,David Pham,Male,59,62806,1
10862,Jason Gay,Female,46,138745,0
10863,Margaret Phillips,Female,37,62976,0
10864,Chelsey Drake,Female,57,60544,0
10865,Carl Bradley,Male,22,32912,1
10866,Peter Jones,Male,21,35789,1
10867,Jessica Franklin,Female,27,113336,0
10868,Bailey Martin,Female,57,38487,1
10869,Wendy Garcia,Female,57,102135,1
10870,Kristin Townsend,Male,39,39309,0
10871,Bradley Frey,Female,21,105170,1
10872,Jodi Cook,Male,51,93180,0
10873,Nicole Martinez,Male,43,43777,0
10874,Juan Spears,Male,40,13905,0
10875,Christy Osborn,Female,59,103036,0
10876,Sara Guerra,Female,31,11266,0
10877,Christopher Copeland,Female,38,31775,0
10878,Sharon Walker,Male,57,23317,1
10879,Destiny Mckinney,Female,40,106334,1
10880,Kathleen Blankenship,Female,50,9031,1
10881,Cynthia Griffin,Male,50,114102,0
10882,Nathan Green,Male,29,16822,0
10883,Karl Cobb,Female,21,19597,1
10884,Tina Nelson,Male,21,91679,0
10885,Rachael Roberts,Female,28,13468,1
10886,Matthew Townsend,Male,42,42651,1
10887,Tanner Conley,Male,21,88949,1
10888,Marie Rodgers,Female,30,47001,1
10889,Stephen Burgess,Male,27,19294,0
10890,Mary May,Female,59,26516,0
10891,Ronald Watkins,Male,35,117499,1
10892,Natalie Cook,Female,36,89008,1
10893,Robert Brown,Male,52,37995,1
10894,Robert Clark,Female,22,81632,0
10895,Jason Garcia,Male,34,99967,0
10896,Dustin Cross,Female,55,33768,-1
10897,Charles Thompson,Female,37,30677,-1
10898,Bryan Price,Female,59,130034,0
10899,Angela Gilbert,Male,27,101300,0
10900,Summer Frank,Female,52,108306,0
10901,Karina Roberts,Male,30,131441,0
10902,Angela Rodriguez,Female,38,86057,1
10903,Connie Castaneda,Female,36,140348,-1
10904,William Brown,Male,49,79279,1
10905,Kenneth Benson,Male,42,143355,0
10906,Mary Wade,Male,54,87425,0
10907,Patrick Gray,Male,40,115099,0
10908,Mr. Joseph Avery,Male,52,58803,0
10909,Tina Donaldson,Male,46,60636,0
10910,Juan Cannon,Male,45,128252,1
10911,Martin Carpenter,Female,48,143719,1
10912,Bradley Kelly,Female,49,50833,-1
10913,Justin Castro,Female,46,100243,1
10914,Suzanne Young,Female,20,91315,0
10915,Ana Perez,Female,48,56356,0
10916,Jessica Porter,Male,32,102313,1
10917,Erica Matthews,Female,35,25459,1
10918,Veronica Cantrell,Female,53,51000,1
10919,Cameron Alexander,Female,35,93881,0
10920,Melissa Barajas,Female,40,41603,0
10921,Cody Walls,Female,34,132317,0
10922,Casey Bryant,Male,33,145438,0
10923,Johnny Griffin,Male,51,136060,0
10924,Joseph Sheppard,Female,23,142591,0
10925,Andrew Sims,Female,39,143773,0
10926,Angela Smith,Male,38,119216,0
10927,Richard Mercado,Male,31,33797,0
10928,Bonnie Bell,Male,49,76891,0
10929,Tony Graves,Female,48,25972,0
10930,William Reeves,Male,41,111537,0
10931,Chelsea Newton,Female,28,16205,1
10932,Gregory Howard,Female,46,148953,0
10933,Tamara Taylor,Male,44,95809,0
10934,Kevin Cruz,Male,45,131081,1
10935,Dr. Mary Hale,Female,39,58020,0
10936,Michael Ray,Female,46,86860,1
10937,Lee Brown,Male,35,145155,-1
10938,Randy Gomez,Female,49,108268,0
10939,Gary Stone,Female,47,30670,0
10940,James Leblanc,Male,42,119179,1
10941,Stacey Hall,Female,40,58786,1
10942,Robert Anderson,Female,23,21376,1
10943,David Welch,Female,25,137626,0
10944,Cynthia Roberts,Female,51,128856,0
10945,Cynthia Rogers,Female,57,40968,1
10946,Natalie Marsh,Female,27,15906,1
10947,Linda Montgomery,Male,50,119240,1
10948,Dennis Reed,Female,47,117197,1
10949,Jacqueline Bray,Male,49,26790,0
10950,Jeremy Sherman,Female,45,75080,1
10951,Eric Rivera,Male,48,43638,-1
10952,Wayne Jenkins,Female,21,129293,1
10953,Danielle Williams,Female,24,30335,1
10954,Lance Guzman,Female,53,73445,0
10955,Adam Becker,Male,31,9145,0
10956,Ashley Walker,Male,23,117444,1
10957,Kimberly Golden,Male,36,97197,1
10958,Krystal Kirk,Female,51,76826,0
10959,Edward Warren,Male,21,78382,-1
10960,Nicholas Martinez,Female,32,129786,1
10961,Sarah Saunders,Male,20,21965,0
10962,Robyn Gonzalez,Female,23,30467,1
10963,David Ramirez,Male,37,70420,1
10964,Kayla Hodges,Female,48,35556,0
10965,Kathleen Brooks,Male,55,45372,1
10966,Brenda Williams,Female,38,135310,1
10967,Manuel Holmes,Female,32,46297,0
10968,Noah Reese,Male,59,105874,0
10969,Sarah Hall,Male,55,101923,1
10970,Jonathan Rogers,Male,20,137783,1
10971,John Brady,Female,59,98473,0
10972,Steven Wiley,Male,32,108920,1
10973,Sherri Gutierrez,Male,24,101766,0
10974,Brian Hubbard,Female,59,54142,0
10975,Taylor Poole,Female,27,98862,1
10976,Michelle Perry,Male,20,136711,0
10977,Jane Riggs,Female,30,114037,1
10978,Adam Johnson,Female,37,12719,0
10979,John Dunlap,Female,58,11575,1
10980,Tammy Herrera,Male,53,139035,0
10981,Patrick Francis,Female,42,57487,1
10982,Mercedes Duffy,Female,48,58634,1
10983,John Cunningham,Male,34,118865,1
10984,Wesley Davis,Female,46,88602,0
10985,Daniel Huerta,Male,42,52320,0
10986,Kristina Joyce,Male,41,134246,1
10987,Kathleen Dunn,Female,28,138890,1
10988,Beth Sandoval,Female,24,67390,0
10989,Jessica Reed,Female,46,35139,0
10990,Mark Gutierrez,Male,38,104087,0
10991,Dylan Haynes,Female,23,9556,1
10992,Lance Flores,Male,56,63997,1
10993,David Jones,Female,32,36209,1
10994,Cameron Mercer,Male,46,148286,0
10995,Jennifer Torres,Male,59,124715,1
10996,Lisa Clayton,Female,44,136098,0
10997,George Anderson,Male,53,18956,1
10998,Robert Hendricks,Female,47,119389,1
10999,James Fischer,Female,36,83522,0
11000,Kenneth Garcia MD,Male,22,66758,1
